fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2017,MEDICAL FACILITIES USA HOLDINGS INC,2823678.0,119401564.74000001,1588492.85,1235185.15,105744159.19999999,173532778.31,20430496.06,248399898.0,3,3,122225242.74000001,227969401.94,0.4920502935955312,0.4257012987984399,0.6986024539752428,0.9177515923939711
2018,ARNOT HEALTH INC,28683042.0,93533940.53,14341521.0,14341521.0,81566628.1,154522576.89,31720355.37,235503966.0,1,1,122216982.53,203783610.63,0.5189593390117261,0.3463492759183512,0.6561357734841713,0.8653086149300772
2016,BETHESDA HEALTH INC,9117365.0,113009538.37,5216956.25,3900408.75,126613189.17,195606459.02,49238462.46,297978555.0,1,1,122126903.37,248740092.54000002,0.40985131755538584,0.4249070513480408,0.656444753280987,0.8347583689034267
2021,NORTH KANSAS CITY HOSPITAL,24360816.0,97704831.05,15698109.83,8662706.17,447598742.19,519607011.27,38921629.76,608586019.0,1,1,122065647.05,569664389.24,0.20057254560427226,0.7354732580374969,0.853793868159827,0.9360458036417691
2021,MAGNOLIA REGIONAL HEALTH CENTER,17918683.0,104116060.49,13779467.23,4139215.77,45030080.35,115732925.87,3915659.16,170980483.0,1,1,122034743.49,167064823.84,0.7137349324834928,0.26336386211986546,0.6768779912149389,0.9770987946033584
2019,"OUR LADY OF LOURDES HEALTH CARE SERVICES, INC",42911699.0,79000614.18,21455849.5,21455849.5,67256924.99,142891037.04,26155470.83,215324709.0,2,1,121912313.18,189169238.17000002,0.5661789292375173,0.3123511709471299,0.6636072455576847,0.8785301001846473
2021,"VHS ACQUISITION SUBSIDIARY NUMBER 9, INC.",39097590.0,82680115.52,19548795.0,19548795.0,77066245.07,151863501.11,29970206.41,228814157.0,1,1,121777705.52,198843950.58999997,0.5322122857983826,0.33680715424439406,0.6636980119634819,0.8690194400427766
2014,UTAH MEDCO LLC,23839650.0,97920053.93,14890245.39,8949404.61,177978192.53,249713959.69,69213741.53999999,368951638.0,4,1,121759703.93,299737896.46000004,0.3300153499521799,0.4823889480333463,0.6768203037222997,0.8124042979855264
2022,MAURY COUNTY GOVERNMENT,23263675.0,98473807.92,14925973.88,8337701.12,195284552.63,266892903.24,16981265.45,334003301.0,1,1,121737482.92,317022035.55,0.36447987955663946,0.5846785107971133,0.7990726512011329,0.9491583903537528
2021,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,39124368.0,82609437.06,25282166.6,13842201.399999999,195245924.59,270024390.97,67904185.35,384883915.0,4,1,121733805.06,316979729.65,0.3162870681670342,0.5072852280407717,0.7015735925727112,0.8235722962078059
2014,HAYS MEDICAL CENTER INC,4591853.0,117011823.21,2785877.22,1805975.78,52704119.37,120504511.88,20496046.419999998,194803842.0,2,1,121603676.21,174307795.57999998,0.6242365394928915,0.2705496915712781,0.6185941234156973,0.8947862310641695
2018,CONCORD HOSPITAL INC,0.0,121501517.22,0.0,0.0,51207938.48,118033772.94999999,19914198.3,192623654.0,2,1,121501517.22,172709455.7,0.6307715314132708,0.2658444973741387,0.6127688396462461,0.8966160287874094
2014,MOUNT NITTANY HEALTH SYSTEM,10677392.0,110804460.69,5985745.96,4691646.04,150861655.66,219812153.04,58668421.65,331011930.0,1,1,121481852.69,272343508.35,0.3670014331205525,0.4557589681435349,0.6640611202140055,0.8227604012640874
2017,"ST. FRANCIS HOLDING COMPANY, LLC",14763819.0,106698005.46,9803175.82,4960643.18,115659439.59,185416206.84,44978670.95,282099935.0,1,1,121461824.46,237121264.05,0.43056310686494836,0.40999456306149096,0.6572713561242047,0.8405576699264394
2020,MOUNT NITTANY HEALTH SYSTEM,12145958.0,109190084.9,6809024.05,5336933.95,190624467.67,259788482.86,74131737.43,386092248.0,1,1,121336042.9,311960510.57,0.3142669751297364,0.4937277779014097,0.6728663530690728,0.8079947530311461
2022,DLP MARQUETTE HOLDING COMPANY LLC,19313657.0,101979385.46,12611818.02,6701838.98,165225048.15,235798952.9,64254185.39,350772276.0,1,1,121293042.46,286518090.61,0.34578856642592815,0.4710322321767528,0.6722280209511199,0.816820798602681
2017,ST JOSEPH HOLDINGS LLC,12900616.0,108360345.58,8631802.17,4268813.83,49998937.26,119272589.33,19444031.16,190703930.0,1,1,121260961.58,171259898.84,0.6358597936602565,0.26218094855203034,0.6254333055957473,0.8980407422122869
2020,THE EAST ALABAMA HEALTH CARE AUTHORITY,19862002.0,101380122.85,14425772.05,5436229.95,158772544.67,229428113.74,61744878.48,341759548.0,1,1,121242124.85,280014669.52,0.35475855922538846,0.46457383736357233,0.6713144229111633,0.8193323965889608
2023,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - PMC,28658375.0,92473267.53,17146305.77,11512069.23,187653169.05,260007247.44,72976232.42,381761044.0,3,1,121131642.53,308784811.58000004,0.31729702240126945,0.49154614384908274,0.6810732826893673,0.8088431662503522
2016,MAURY COUNTY GOVERNMENT,23867483.0,97233995.63,15313377.09,8554105.91,122361923.14,193741232.99,10640167.23,254103569.0,1,1,121101478.63,243463401.76999998,0.47658314720483125,0.4815435045699811,0.7624498693680293,0.9581266517748123
2017,ENDEAVOR HEALTH CLINICAL OPERATIONS,30086347.0,90959156.63,15590745.02,14495601.98,101282228.91,173874525.31,39387533.46,261715266.0,1,1,121045503.63,222327732.54,0.4625083797366257,0.3869939666033849,0.6643652392443932,0.8495023463400105
2017,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,31311426.0,89674018.48,21238540.26,10072885.74,106971820.12,179776099.79,9301897.399999999,237259162.0,2,1,120985444.48,227957264.60000002,0.5099294942296053,0.4508648653155068,0.7577203690452214,0.9607943595451122
2019,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,34838762.0,86130092.75,23631132.26,11207629.74,124520086.63,198020709.14,10827833.62,256316775.0,2,1,120968854.75,245488941.38,0.47195059609344725,0.4858054515940285,0.7725624245233266,0.9577560476874758
2018,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,33978903.0,86986019.3,23047889.9,10931013.1,112293969.69,185620457.54999998,9764693.010000002,243023585.0,2,1,120964922.3,233258891.99,0.49774972375623544,0.46207025416895237,0.7637960634561456,0.9598199779251878
2019,CONCORD HOSPITAL INC,15058927.0,105873479.39,7529463.5,7529463.5,45932784.2,115457393.12,17862749.41,184727940.0,2,1,120932406.39,166865190.59,0.6546514100140997,0.24865098479417896,0.6250131578363295,0.9033023948082786
2014,"GRMC HOLDINGS, LLC",10116738.0,110617539.65,7347786.81,2768951.19,88622170.09,157049370.4,34464177.26,243820625.0,1,1,120734277.65,209356447.74,0.4951766391789046,0.36347281978298596,0.6441184801326796,0.8586494589618906
2018,NASH HEALTH CARE SYSTEMS,0.0,120540324.93,0.0,0.0,145101398.18,211398576.89,12617512.89,278259236.0,1,1,120540324.93,265641723.11,0.4331943358386854,0.5214612110125969,0.7597180957184831,0.9546555468512823
2015,ARCHBOLD MEDICAL CENTER INC,20090080.0,100356452.39,13339813.12,6750266.88,94234954.76,164498563.57,36646926.85,251328414.0,1,1,120446532.39,214681487.15,0.47923961510376617,0.37494747712847143,0.6545163793935372,0.8541870922322377
2021,COOLEY DICKINSON HEALTH CARE CORPORATION,23007211.0,97436436.06,11503605.5,11503605.5,76394524.28,147239972.36,29708981.66,226547153.0,1,1,120443647.06,196838171.34,0.5316493518680414,0.33721246666913535,0.6499307998807649,0.8688618185371767
2020,CAYUGA HEALTH SYSTEM INC,24650719.0,95780964.83,12325359.5,12325359.5,102785397.97,173952967.87,39972099.2,263189181.0,2,1,120431683.83,223217081.8,0.4575859971614867,0.39053808207260615,0.6609426998824849,0.8481240792340928
2023,"UMASS MEMORIAL HEALTH CARE, INC.",34571485.0,85795749.31,17285742.5,17285742.5,77634451.22,150750727.09,30191175.47,228192861.0,1,1,120367234.31,198001685.53,0.527480280419465,0.3402141981120084,0.660628585966149,0.8676944785314734
2023,THE EAST ALABAMA HEALTH CARE AUTHORITY,28445363.0,91906101.6,20659867.15,7785495.85,274873577.21,346755955.34,23902050.19,419127092.0,1,1,120351464.6,395225041.80999994,0.2871479007136098,0.6558239313482508,0.8273288984621399,0.9429718320618604
2023,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,48708556.0,71640115.65,33039013.53,15669542.47,192473918.84,268407399.44,16736862.51,329559453.0,2,1,120348671.65,312822590.49,0.365180456984191,0.5840339795684756,0.8144430299197031,0.9492144365526666
2023,SURGERY CENTER HOLDINGS INC,3437988.0,116907493.53999999,2031951.95,1406036.0499999998,101288785.85,168166398.3,21395527.61,243029795.0,3,3,120345481.53999999,221634267.39,0.4951881786346402,0.416775177092998,0.6919579482013718,0.9119633557276382
2022,PHELPS COUNTY CLERK,27021018.0,93175965.3,17412344.0,9608674.0,108108855.86,179621400.28,42042332.84,270348172.0,1,1,120196983.3,228305839.16,0.4446006881082222,0.3998875045472843,0.6644076745597526,0.8444881926555065
2023,DLP MARQUETTE HOLDING COMPANY LLC,24229083.0,95859810.0,15821591.2,8407491.8,188355326.4,259250034.15,73249293.6,381693513.0,1,1,120088893.0,308444219.4,0.314621257396114,0.49347269467479793,0.6792099559470376,0.8080939520709118
2020,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,36798934.0,83261914.33,24960716.93,11838217.07,147003007.45000002,220396260.84,12782870.22,279846726.0,2,1,120060848.33,267063855.78000003,0.42902359461586126,0.5252982929305381,0.7875606193084425,0.9543218875463994
2016,HAYS MEDICAL CENTER INC,3701632.0,116352928.73,2245780.13,1455851.87,42585363.559999995,109355698.36,16560974.71,179200899.0,2,1,120054560.73,162639924.29,0.6699439645668296,0.23764034554313254,0.6102407910353173,0.9075843101099621
2021,WELLFORCE INC,20566718.0,99377787.83,10283359.0,10283359.0,68449220.04,138532041.85,26619141.13,215012867.0,1,1,119944505.83,188393725.87,0.557848037206071,0.3183494132004668,0.6442965194729485,0.8761974504065377
2018,TOPEKA HEALTH SYSTEM LLC,12136088.0,107807440.1,7362964.59,4773123.41,82432758.17,150828916.22,32057183.73,234433470.0,1,1,119943528.1,202376286.26999998,0.5116314155141755,0.35162538083832484,0.6433762048567553,0.8632567963525003
2022,TOPEKA HEALTH SYSTEM LLC,13576221.0,106363034.37,8236693.28,5339527.72,112770316.53,181452151.18,43855123.1,276564695.0,1,1,119939255.37,232709571.9,0.4336752215245695,0.40775384048929314,0.656092966529947,0.8414290620138626
2014,ARCHBOLD MEDICAL CENTER INC,20482864.0,99428852.25,13600621.7,6882242.3,81613631.34,151661648.08,31738634.41,233263982.0,1,1,119911716.25,201525347.59,0.5140601443132357,0.34987669609447036,0.6501717358147475,0.863936840407706
2014,SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION INC,22950918.0,96951660.38,15567607.68,7383310.32,94782503.25,165319104.96,36859862.37,251544944.0,1,1,119902578.38,214685081.63,0.4766646328617919,0.3768014643538214,0.6572149784890926,0.8534660972156133
2019,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - PMC,26232194.0,93614294.82,15694721.67,10537472.33,117825482.29,188987489.94,45821020.89,283492992.0,3,1,119846488.82,237671971.11,0.42274938782260973,0.41562044076913196,0.6666390185052616,0.8383698285917417
2020,Franciscan Health,29532652.0,90259138.82,19119438.9,10413213.1,101019157.33,172811172.68,39285227.85,260096176.0,1,1,119791790.82,220810948.14999998,0.4605672896167454,0.38839155147748117,0.6644125851354309,0.8489588410942265
2016,"WHITE RIVER HEALTH SYSTEM, INC.",9742754.0,110039821.78999999,6744908.6,2997845.4,57961025.43,125789992.92,22540398.78,200284000.0,2,1,119782575.78999999,177743601.22,0.5980636285973917,0.2893941874038865,0.6280581220666653,0.8874578160012782
2016,WHITE COUNTY MEDICAL CENTER,12339736.0,107420312.93,8542799.23,3796936.77,75854201.22,144190175.34,29150197.85,224764448.0,2,1,119760048.93,195614250.15,0.5328246971246984,0.3374830935006234,0.6415168262731658,0.8703077906253217
2016,TOPEKA HEALTH SYSTEM LLC,10302110.0,109414679.55,6250290.14,4051819.86,69415326.32,137319982.57,26994849.13,216126965.0,1,1,119716789.55,189132115.87,0.5539188020800644,0.32117846248384596,0.6353671906233449,0.8750972645639105
2022,DLP CONEMAUGH HOLDING COMPANY LLC,38714523.0,80849627.46000001,21703361.59,17011161.41,254512773.03,328015960.38,98977189.51,473054113.0,3,1,119564150.46000001,374076923.49,0.25274941528729505,0.5380204209956843,0.6934005040137977,0.7907698362829794
2018,STILLWATER MEDICAL CENTER AUTHORITY,6818936.0,112707769.91,4532546.76,2286389.24,60261553.5,127365028.95,23435048.59,203223308.0,1,1,119526705.91,179788259.41,0.5881545138021275,0.2965287500388489,0.6267245140503274,0.8846832638409763
2020,MONTCLAIR HEALTH SYSTEM LLC,20362217.0,99078167.42,10181108.5,10181108.5,89573022.42,159337677.25,34833953.16,243847360.0,1,1,119440384.42,209013406.84,0.4898161883729231,0.3673323443813376,0.6534320373614051,0.8571485327542607
2017,ST VINCENT INFIRMARY MEDICAL CENTER,8042573.0,111271030.25,5567873.29,2474699.71,75744556.38,142975552.77,29456216.37,224514376.0,1,1,119313603.25,195058159.63,0.531429681144338,0.33737062957607666,0.6368213711624418,0.8688003107204146
2017,COOLEY DICKINSON HEALTH CARE CORPORATION,24254755.0,95037165.83,12127377.5,12127377.5,43033060.92,113494568.38,16735079.25,179060061.0,1,1,119291920.83,162324981.75,0.6662117736573316,0.24032752295331788,0.6338351933209717,0.9065392966106496
2015,"VICTORIA HOSPITAL, LLC",9237597.0,109950345.06,5526854.29,3710742.71,89239328.6,156640216.13,34704183.34,243131454.0,1,1,119187942.06,208427270.66,0.4902201673173887,0.3670414795446417,0.6442614213543921,0.8572616468620304
2017,HOLZER HEALTH SYSTEM,22517781.0,96536100.51,14602780.98,7915000.02,58582688.03,128565879.06,22782156.46,200418726.0,2,1,119053881.51,177636569.54000002,0.5940257374453124,0.2923014690254043,0.64148636021167,0.8863272064707168
2020,RICHMOND COUNTY HOSPITAL AUTHORITY,34599919.0,84270641.89,22974346.209999997,11625572.79,268396703.53,340695495.82,101092922.58,488360187.0,2,1,118870560.89,387267264.42,0.24340755871239766,0.549587600862312,0.6976315942396836,0.7929951595747096
2023,NORTHEASTERN HEALTH SYSTEM,20226429.0,98492394.43,13444507.36,6781921.64,15031962.4,84372601.09,1307127.17,135057913.0,1,1,118718823.43,133750785.83000001,0.8790216048281452,0.1113001235255279,0.6247142371435874,0.990321728353673
2015,BLANCHARD VALLEY HEALTH SYSTEM,19141534.0,99486315.0,12413284.8,6728249.2,90687844.08,159761467.82999998,35267494.92,244583188.0,2,1,118627849.0,209315693.07999998,0.4850204544721201,0.3707852727800735,0.6531988937440786,0.8558057272521936
2021,HOLZER HEALTH SYSTEM,43285912.0,75329061.79,28070913.93,15214998.07,69026275.59,142921693.57,26843551.62,214484801.0,2,1,118614973.79,187641249.38,0.5530227467726256,0.3218236223181148,0.6663488177421019,0.8748463690907403
2014,SHANNON HEALTH SYSTEM,9894016.0,108584705.49,5919589.77,3974426.23,80424767.89,147566867.91,31276298.62,230179788.0,1,1,118478721.49,198903489.38,0.5147225241601143,0.3493997826168821,0.6410939430963417,0.8641223067769964
2019,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,25033542.0,93437759.95,16131614.46,8901927.54,108506003.08,178671927.55,42196778.97,269174084.0,1,1,118471301.95,226977305.03,0.4401289313944503,0.40310716941085606,0.6637783433489831,0.8432361008053063
2020,MEDICAL FACILITIES USA HOLDINGS INC,1869074.0,116438453.91,972561.48,896512.52,106017179.22,171460134.37,19966943.869999997,244291651.0,3,3,118307527.91,224324707.13,0.4842880525212873,0.4339779062690931,0.7018665339897351,0.9182659587903804
2014,THEDACARE INCORPORATED,22642756.0,95662435.03999999,13739624.34,8903131.66,145171505.49,214767911.76,56455585.47,319932282.0,2,1,118305191.03999999,263476696.53,0.36978197479927954,0.45375697814076793,0.6712917821778297,0.8235389529400475
2014,ARNOT HEALTH INC,25815660.0,92308246.18,12907830.0,12907830.0,67874682.83,138005963.23,26395709.99,212394299.0,1,1,118123906.18,185998589.01,0.5561538456359415,0.31956923114023883,0.6497630297977065,0.8757230767761803
2020,PHELPS COUNTY CLERK,13422284.0,104698114.19,8649319.81,4772964.19,80548938.58,148199614.38,31324587.23,229993924.0,1,1,118120398.19,198669336.76999998,0.5135805161096343,0.3502220283871499,0.6443631718723143,0.8638025444967841
2018,COOLEY DICKINSON HEALTH CARE CORPORATION,21473983.0,96643839.28,10736991.5,10736991.5,45035868.76,114295467.61,17513948.96,180667640.0,1,1,118117822.28,163153691.04,0.6537851619692381,0.2492746833910046,0.6326283312827908,0.9030598453602426
2018,MEDICAL FACILITIES USA HOLDINGS INC,1993848.0,115983425.30000001,1040100.87,953747.13,115947975.30000001,181234245.21,21557666.4,255482915.0,3,3,117977273.30000001,233925248.60000002,0.46178145924160924,0.45383847017715456,0.7093791191868936,0.9156199294187638
2021,AHMC GARFIELD MEDICAL CENTER LP,36158471.0,81730012.87,18079235.5,18079235.5,132326131.05,204396491.38,51460162.08,301674777.0,1,1,117888483.87,250214614.92000002,0.3907800481112148,0.43863836534799194,0.6775392142910244,0.8294184134592069
2016,HOSPITAL SERVICE DISTRICT #1 OF TANGIPAHOA,28592966.0,89184323.42,19394608.84,9198357.16,113713619.74,184209722.12,9888140.840000002,241379050.0,2,1,117777289.42,231490909.16,0.4879350110127619,0.47109978989477336,0.7631553861861665,0.9590348009075352
2017,REGIONAL WEST HEALTH SERVICES,10354315.0,107418585.13,5792203.81,4562111.19,48501605.43,115347563.5,18861735.44,185136241.0,1,1,117772900.13,166274505.56,0.63614179208705,0.26197790971676904,0.6230415118993369,0.8981197018038192
2017,WHITE COUNTY MEDICAL CENTER,12849127.0,104892204.22,8895450.62,3953676.38,84529986.58,151857544.14999998,32512564.2,234783882.0,2,1,117741331.22,202271317.8,0.501488135458975,0.36003317544600444,0.6467971432127525,0.8615213109049795
2023,MAGNOLIA REGIONAL HEALTH CENTER,17087915.0,100608537.0,13140606.64,3947308.36,52017685.96,120168317.56,4523277.04,174237415.0,1,1,117696452.0,169714137.96,0.6754947093309437,0.2985448674155319,0.6896814760480693,0.9740395767464756
2023,CATHOLIC HEALTH SYSTEM,68764266.0,48919568.8,34382133.0,34382133.0,120947537.66,199426500.0,47035153.54,285666526.0,2,1,117683834.8,238631372.45999998,0.4119622850035989,0.42338715478340644,0.698109445276763,0.8353494397870053
2016,"UHS OF PENNSYLVANIA, INC.",23378471.0,94293320.6,13377161.11,10001309.89,108614415.89,178009595.47,42238939.51,268525147.0,1,1,117671791.6,226286207.49,0.4382151650027772,0.4044850812054485,0.6629159222469395,0.8427002462082257
2020,"VHS ACQUISITION SUBSIDIARY NUMBER 9, INC.",36953549.0,80707241.14,18476774.5,18476774.5,68309408.06,140413552.44,26564769.8,212534968.0,1,1,117660790.14,185970198.2,0.5536067370335032,0.32140314933964187,0.6606609432853421,0.8750098863731449
2019,COOLEY DICKINSON HEALTH CARE CORPORATION,18398643.0,99244875.56,9199321.5,9199321.5,59127800.72,127511464.53,22994144.72,199765464.0,1,1,117643518.56,176771319.28,0.5889081936605418,0.2959861005804286,0.6383058511555331,0.8848942942409705
2021,UVA PRINCE WILLIAM HEALTH SYSTEM,5109621.0,112461847.85,2574738.02,2534882.98,143532545.26,209218777.32,12481090.889999999,273585105.0,2,1,117571468.85,261104014.10999998,0.4297436764695212,0.5246358176553507,0.7647301461093797,0.954379494124872
2023,TOPEKA HEALTH SYSTEM LLC,10646678.0,106842175.65,6459339.54,4187338.46,124500487.21,191248692.32,48416856.14,290406197.0,1,1,117488853.65,241989340.86,0.40456730904402843,0.4287115374814126,0.6585558238621195,0.8332788465254412
2015,MAURY COUNTY GOVERNMENT,20470228.0,96922181.98,13133698.28,7336529.72,126086267.74,194746138.83,10964023.28,254442701.0,1,1,117392409.98,243478677.72,0.461370711435735,0.49553894548541205,0.7653830825746502,0.956909656921147
2018,BAXTER COUNTY REGIONAL HOSPITAL INC,5731986.0,111560385.44,3968253.91,1763732.09,75053891.92,140711093.41,29187624.64,221533888.0,1,1,117292371.44,192346263.36,0.529455662512455,0.33879192297658767,0.6351673537639533,0.8682475854890427
2014,ST VINCENT INFIRMARY MEDICAL CENTER,18339309.0,98935394.22,12696303.62,5643005.38,50263461.92,118432410.49,19546901.86,187085067.0,1,1,117274703.22,167538165.14,0.6268522929197764,0.2686663490892087,0.6330404258828418,0.895518642008985
2023,"PROSPECT CHARTERCARE, LLC",57304910.0,59912433.3,32950323.240000002,24354586.759999998,130780740.03,206711260.85,50859176.67,298857260.0,2,1,117217343.3,247998083.32999998,0.39221849019160515,0.43760268708212074,0.6916722078292493,0.8298211772737258
2018,TARRANT COUNTY HOSPITAL DISTRICT,63717670.0,53460325.72,38122281.96,25595388.04,267333231.34,344524662.99,23246367.94,407757595.0,1,1,117177995.72,384511227.06,0.287371706025488,0.6556180304624369,0.8449251889225999,0.942989736487925
2019,GROUP HEALTH PLAN INC,8568816.0,108594769.57,5199557.55,3369258.45,52571521.03,118725256.28999999,20444480.4,190179587.0,3,1,117163585.57,169735106.6,0.6160681459992864,0.27643093488261705,0.6242797040567766,0.8924990808819034
2023,BEAUFORT COUNTY MEMORIAL HOSPITAL,18556021.0,98513831.08,12902001.4,5654019.6,157572779.13,225672401.97,13701980.79,288344612.0,1,1,117069852.08,274642631.21,0.40600672670103505,0.5464738114475328,0.7826482360974375,0.9524805381485678
2018,BON SECOURS RICHMOND LLC,22591012.0,94456088.44,11383610.95,11207401.05,67658387.44,136552495.09,26311595.12,211017083.0,2,1,117047100.44,184705487.88,0.5546806863973188,0.32062990577876577,0.6471158313282153,0.8753105921760846
2022,THE EAST ALABAMA HEALTH CARE AUTHORITY,24049658.0,92973999.06,17467266.61,6582391.39,259949307.34,329122250.32,22604287.6,399577252.0,1,1,117023657.06,376972964.4,0.29286866675783635,0.6505608265707779,0.8236761444067391,0.9434294933286141
2021,"SELECT HOSPITAL INVESTORS, INC",0.0,116884333.41,0.0,0.0,60602645.94,124889029.32,23567695.65,201054675.0,2,1,116884333.41,177486979.35,0.5813559590693427,0.3014237094461991,0.6211694869567196,0.8827796685155418
2017,VALLEY MEDICAL FACILITIES INC,39686150.0,77134246.65,22248055.69,17438094.310000002,164473650.97,236662099.12,63961975.38,345256023.0,2,1,116820396.65,281294047.62,0.33835875080447186,0.4763816994149875,0.6854684157675072,0.8147404502194593
2020,BEAUFORT COUNTY MEMORIAL HOSPITAL,20658598.0,96113531.06,14363923.19,6294674.81,109060107.34,177416497.92,9483487.6,235315724.0,1,1,116772129.06,225832236.4,0.49623598064360547,0.4634628977874849,0.7539508831122564,0.9596988784310904
2017,SOUTHWEST FLORIDA HMA HOLDINGS LLC,7381457.0,109331531.06,4223669.7,3157787.3,78392459.15,144060893.98,10689880.79,205795328.0,1,1,116712988.06,195105447.21,0.5671313785121497,0.380924386922914,0.7000202355419847,0.9480557654350638
2019,THEDACARE INCORPORATED,15956298.0,100735042.06,9682281.620000001,6274016.38,188835898.28,256207394.91,73436182.66,378963421.0,2,1,116691340.06,305527238.34000003,0.3079224368200962,0.49829584549797484,0.6760742085183995,0.8062182823180711
2023,THEDACARE INCORPORATED,18452247.0,98166865.87,11196823.48,7255423.52,262426405.05,330257366.53,102054713.08,481100231.0,2,1,116619112.87,379045517.92,0.24240086650467646,0.5454713761091501,0.6864627062089271,0.7878722426138266
2015,COMANCHE COUNTY HOSPITAL AUTHORITY,13788955.0,102811538.59,9165518.39,4623436.61,110889950.06,177778012.53,9642604.35,237133048.0,1,1,116600493.59,227490443.65,0.49170916737847525,0.4676275660236105,0.749697328269487,0.9593367334020858
2014,ANDERSON REGIONAL MEDICAL CENTER,27902840.0,88571150.86,21457283.96,6445556.04,38078269.3,107719532.28,14808215.84,169360476.0,2,1,116473990.86,154552260.16,0.6877282918123117,0.22483562989041195,0.6360370189323276,0.9125639217027236
2016,BON SECOURS RICHMOND LLC,21328881.0,95021573.16,10747623.14,10581257.86,63620287.800000004,131878813.78999999,24741223.04,204711965.0,2,1,116350454.16,179970741.96,0.5683617670320344,0.3107795277134876,0.6442164423071216,0.8791412947455222
2015,VALLEY MEDICAL FACILITIES INC,30460699.0,85852725.69,17076267.86,13384431.14,182468463.34,252532986.72000003,70959957.97,369741846.0,2,1,116313424.69,298781888.03,0.3145800940529734,0.4935023322732045,0.6829981227496766,0.8080824263261778
2017,MARSHFIELD CLINIC HEALTH SYSTEM INC,28398740.0,87621686.12,17232355.44,11166384.56,67713518.42,137204500.78,24362105.46,208096050.0,3,1,116020426.12,183733944.54000002,0.5575330532222981,0.32539550087567737,0.6593325571532953,0.8829285540979755
2022,AVANTI HOSPITALS LLC,57607636.0,58406431.300000004,28803818.0,28803818.0,136291103.78,211620367.99,53002095.92,305307267.0,4,1,116014067.30000001,252305171.08,0.3799911755785361,0.44640635357035247,0.693138981162869,0.8263975291488886
2014,WHITE COUNTY MEDICAL CENTER,16894292.0,99074690.76,11695918.35,5198373.65,57242899.77,124404698.69,21958872.47,195170755.0,2,1,115968982.76,173211882.53,0.594192417608878,0.2932965021834342,0.637414651032118,0.8874889197923121
2014,MAURY COUNTY GOVERNMENT,20910431.0,94955233.67,13416132.53,7494298.47,107693231.5,175601433.27,9364628.83,232923525.0,1,1,115865664.67,223558896.17000002,0.4974408002369018,0.4623544637665946,0.7539016648060775,0.9597952640034965
2016,CAYUGA HEALTH SYSTEM INC,18682018.0,97061408.53999999,9341009.0,9341009.0,75188811.21000001,142584099.41,29240093.25,220172331.0,2,1,115743426.53999999,190932237.75,0.5256946956700022,0.34149981911214816,0.6476022612032936,0.8671945147821504
2019,CITY OF AMES IOWA,14767948.0,100944274.27,9259503.4,5508444.6,63028456.24,129623768.09,8594789.49,187335468.0,1,1,115712222.27,178740678.51,0.617673863392489,0.3364470002017984,0.6919339379449492,0.9541208635942874
2020,HOLZER HEALTH SYSTEM,37644518.0,78048937.78,24412469.93,13232048.069999998,63354006.879999995,134514311.16,24637669.34,203685132.0,2,1,115693455.78,179047462.66,0.5680014768088227,0.31103893670550287,0.660403191137191,0.8790404135143256
2015,"GRMC HOLDINGS, LLC",11502148.0,104162485.37,8354010.09,3148137.91,90178188.21,156094166.16,35069295.42,240912117.0,1,1,115664633.37,205842821.57999998,0.4801113153225083,0.3743198529528508,0.6479299094781521,0.854431168275359
2020,REGIONAL WEST HEALTH SERVICES,10930018.0,104712738.18,6114252.07,4815765.93,61714215.95,127503735.45,23999972.87,201356945.0,1,1,115642756.18,177356972.13,0.5743171966579053,0.30649161840432176,0.6332224371501067,0.8808088150622269
2014,MONTCLAIR HEALTH SYSTEM LLC,5574613.0,110043049.11,2787306.5,2787306.5,68407441.84,133112078.6,26602894.05,210627998.0,1,1,115617662.11,184025103.95,0.5489187724701252,0.3247784838177117,0.6319771343978686,0.8736972562878369
2023,HOLZER HEALTH SYSTEM,45220207.0,70395391.8,29325304.240000002,15894902.760000002,100383504.63,173016125.37,39038029.56999999,255037133.0,2,1,115615598.8,215999103.43,0.4533284915808711,0.39360348608529877,0.6783958215606196,0.8469319776661699
2016,COUNTY OF MONTEREY,71435821.0,44170207.42,35717910.5,35717910.5,104808642.57,182679122.4,9113795.01,229528466.0,1,1,115606028.42,220414670.99,0.5036674990020628,0.4566259009024179,0.7958887434903172,0.9602933999044807
2020,CITY OF AMES IOWA,20246410.0,95333960.77,12694499.07,7551910.93,77197803.08,144816289.0,10526973.15,203305147.0,1,1,115580370.77,192778173.85,0.5685068601337476,0.37971396307049715,0.7123099987232493,0.9482208232042447
