fiscal_year,chain_name,medicaid_total,medicare_total,federal_medicaid_total,state_medicaid_total,private_total,private_carrier_administered_total,uninsured_other_total,total_revenue,facility_count,state_count,public_total,comprehensive_total,public_dependency,private_dependency,private_carrier_administered_dependency,comprehensive_dependency
2021,Adventist Health,1245262576.0,1537597733.3,633759636.53,611502939.47,1448559971.07,3228185656.37,563328877.63,4794749158.0,21,4,2782860309.3,4231420280.37,0.5803974759882528,0.3021138172897094,0.673275191254541,0.8825112932779621
2015,Cleveland Clinic,452396020.0,2315251421.55,291010899.21,161385120.79,3150754215.46,4763439512.32,1225293305.99,7143694963.0,12,2,2767647441.55,5918401657.01,0.38742519884803767,0.44105385683165266,0.6668033191495049,0.8284790556796903
2022,COUNTY OF LOS ANGELES,2341653197.0,420881897.57,1170826598.5,1170826598.5,1842960588.0,3830685529.41,160257442.43,4765753125.0,4,1,2762535094.57,4605495682.57,0.5796639108472494,0.38670920202145387,0.8037943697324859,0.9663731128687031
2021,STANFORD HEALTH CARE,438413376.0,2319350810.5299997,219206688.0,219206688.0,2787836369.38,4392289347.17,1084158588.09,6629759144.0,2,1,2757764186.5299997,5545600555.91,0.4159674773443021,0.4205034163123438,0.6625111488620318,0.836470893656646
2023,HACKENSACK MERIDIAN HEALTH INC,536984214.0,2213545761.94,268492107.0,268492107.0,2615378360.45,4235566690.02,1017091584.61,6382999921.0,9,1,2750529975.94,5365908336.389999,0.430914931847451,0.4097412490709006,0.66356991108288,0.8406561809183515
2023,REGENTS OF THE UNIVERSITY OF CALIFORNIA,995756840.0,1726916398.6,497878420.0,497878420.0,4097288250.57,5793909899.799999,356285934.83000004,7176247424.0,2,1,2722673238.6,6819961489.17,0.3794006919959843,0.5709513633639731,0.8073732073984855,0.9503520553599575
2022,Adventist Health,1152187183.0,1569521672.24,587908239.15,564278943.85,1518188552.46,3245565859.43,590406659.3,4830304067.0,21,4,2721708855.24,4239897407.7,0.5634653258858703,0.31430496536068275,0.671917505484443,0.877770291246553
2023,COUNTY OF LOS ANGELES,2239685748.0,470451573.71999997,1119842874.0,1119842874.0,2019819988.54,3958332665.09,175636520.74,4905593831.0,4,1,2710137321.72,4729957310.26,0.5524585636490702,0.4117381214433446,0.8069018352224848,0.9641966850924149
2014,UPMC,636169790.0,2067030620.95,351791679.01,284378110.99,3565184924.2200003,5179179108.26,1386460803.83,7654846139.0,26,3,2703200410.95,6268385335.17,0.3531358255756053,0.46574220558869944,0.676588270255761,0.8188780311643048
2022,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1681201948.0,979247703.93,840600974.0,840600974.0,4529978660.29,6329466358.45,617724362.78,7808152675.0,11,1,2660449651.93,7190428312.219999,0.3407271556623347,0.5801601030156598,0.8106227710833024,0.9208872586779945
2015,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1901186000.0,748457429.77,950593000.0,950593000.0,2425083343.1,4262624429.4700003,330693183.13,5405419956.0,11,1,2649643429.77,5074726772.87,0.4901827150042068,0.448639210799554,0.7885833966958479,0.9388219258037608
2023,MASS GENERAL BRIGHAM INCORPORATED,442788105.0,2195455208.4900002,221394052.5,221394052.5,2424152546.3,3963743989.7200003,942725990.2099999,6005121850.0,9,1,2638243313.4900002,5062395859.790001,0.4393321866549636,0.4036808256105578,0.6600605431045501,0.8430130122655215
2014,Ascension,930032659.0,1697016482.91,552448898.47,377583760.53000003,1632572038.08,3263455597.9500003,628488528.01,4888109708.0,27,7,2627049141.91,4259621179.99,0.5374366163694131,0.33398841998331025,0.6676314143704567,0.8714250363527233
2018,THE NEW YORK AND PRESBYTERIAN HOSPITAL,891748778.0,1727709493.03,445874389.0,445874389.0,2398743962.62,4017795767.29,932844874.35,5951047108.0,1,1,2619458271.0299997,5018202233.65,0.4401676248720429,0.40307931009239795,0.6751409784487964,0.8432469349644408
2019,NYU LANGONE HEALTH SYSTEM,668924477.0,1917667557.44,334462238.5,334462238.5,2412622045.84,3969032560.18,938241906.72,5937455987.0,2,1,2586592034.44,4999214080.280001,0.43563978244273593,0.4063393566406912,0.668473596919313,0.8419791390834273
2016,Henry Ford Health,652509440.0,1930799889.41,426088664.3,226420775.7,1834684854.89,3386006874.08,713488554.7,5131482739.0,11,1,2583309329.41,4417994184.3,0.5034235640658948,0.35753503386967156,0.65984960805692,0.8609585979355664
2016,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1823221000.0,742796398.15,911610500.0,911610500.0,2148983477.38,3924937246.35,293043201.47,5008044077.0,11,1,2566017398.15,4715000875.530001,0.5123791561529422,0.4291063425838135,0.783726577882114,0.9414854987367558
2017,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1748241000.0,804852819.64,874120500.0,874120500.0,2523832989.35,4277682790.15,344159044.01,5421085853.0,11,1,2553093819.64,5076926808.99,0.4709561679837871,0.46555857217301294,0.7890822809571911,0.9365147401568
2023,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,771272815.0,1751607357.74,385636407.5,385636407.5,3936360004.94,5478198662.950001,520588195.32,6979828373.0,3,1,2522880172.74,6459240177.68,0.3614530383725812,0.5639622917043321,0.7848615138075976,0.9254153300769133
2021,Banner Health,987312785.0,1533324106.56,626585998.05,360726786.95,3301127165.12,4884940012.49,1283771675.32,7105535732.0,28,6,2520636891.56,5821764056.68,0.354742694517492,0.4645852599478561,0.6874837023886209,0.8193279544653481
2022,CHRISTUS Health,786451220.0,1703379746.38,488914003.27,297537216.73,2684985822.44,4211683097.96,1044161153.18,6218977942.0,22,3,2489830966.38,5174816788.82,0.4003601539675633,0.43174068914232533,0.6772307503321902,0.8321008431098885
2023,Encompass Health,0.0,2474827965.32,0.0,0.0,1231610804.83,2592766185.7,380857462.85,4087296233.0,130,31,2474827965.32,3706438770.15,0.6054926837303207,0.3013265333905148,0.6343475094284902,0.9068192171208355
2022,HACKENSACK MERIDIAN HEALTH INC,491063750.0,1983544034.53,245531875.0,245531875.0,2232206312.0,3691453343.48,868080232.47,5574894329.0,9,1,2474607784.5299997,4706814096.53,0.44388424936726717,0.40040334045226705,0.6621566482933061,0.8442875898195342
2023,Banner Health,903362402.0,1562922043.26,574602597.23,328759804.77,4206794529.42,5743923454.7,1635975650.32,8309054625.0,28,6,2466284445.26,6673078974.68,0.29681889896830477,0.5062903927436871,0.6912848349098439,0.8031092917119919
2014,Henry Ford Health,534025061.0,1930963701.6699998,348718364.83,185306696.17000002,1622951988.7199998,3085500820.4,631147995.61,4719088747.0,10,1,2464988762.67,4087940751.39,0.5223442267825611,0.34391215671706454,0.6538340314878592,0.8662563834996256
2020,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1411777079.0,1032041977.95,705888539.5,705888539.5,4062577587.25,5689033484.37,553987852.8,7060384497.0,11,1,2443819056.95,6506396644.2,0.34613115730289096,0.5754045815743057,0.8057682250573328,0.9215357388771968
2022,MASS GENERAL BRIGHAM INCORPORATED,430416614.0,2012960350.32,215208307.0,215208307.0,2150486383.45,3580427036.6299996,836300260.23,5430163608.0,9,1,2443376964.3199997,4593863347.7699995,0.44996378391256747,0.396026075583025,0.6593589613681489,0.8459898594955925
2018,Henry Ford Health,586950641.0,1849872859.99,383278768.58,203671872.42000002,2242163521.4500003,3699806575.2000003,871952480.5600001,5550939503.0,11,1,2436823500.99,4678987022.440001,0.43899298482230276,0.40392505092844644,0.6665189871373023,0.8429180357507493
2022,REGENTS OF THE UNIVERSITY OF CALIFORNIA,867136566.0,1560507295.08,433568283.0,433568283.0,3598807138.7200003,5107438575.51,312939751.2,6339390751.0,2,1,2427643861.08,6026450999.8,0.38294592594675664,0.5676897481279743,0.8056671021114029,0.950635674074731
2018,Adventist Health,773160715.0,1650493843.1200001,393576646.34,379584068.66,1393920877.6100001,2881563027.59,542080341.27,4359655777.0,22,5,2423654558.12,3817575435.73,0.5559279636035357,0.3197318662092161,0.6609611343152609,0.8756598298127518
2023,"BETH ISRAEL LAHEY HEALTH, INC.",391354954.0,2027210148.74,195677477.0,195677477.0,1879235535.08,3287717332.39,730813819.1800001,5028614457.0,9,1,2418565102.74,4297800637.82,0.48096053563487573,0.37370841434543484,0.6538018296100205,0.8546689499803106
2017,THE NEW YORK AND PRESBYTERIAN HOSPITAL,861236810.0,1555707278.3,430618405.0,430618405.0,2105249887.94,3606816498.5,818708289.76,5340902266.0,1,1,2416944088.3,4522193976.24,0.45253479055143603,0.39417495080221715,0.6753196967225688,0.8467097413536531
2016,University Hospitals,1767451675.0,634683190.02,1146192411.24,621259263.76,1678719145.6699998,3353383656.43,652835223.31,4733689234.0,12,1,2402134865.02,4080854010.6899996,0.5074551256484109,0.3546323095340736,0.7084080704631233,0.8620874351824844
2023,Advocate Health,637452305.0,1764349088.02,332080361.55,305371943.45,2654033510.1400003,4102514737.31,1032124142.8399999,6087959046.0,10,2,2401801393.02,5055834903.16,0.3945166803640157,0.43594799013698887,0.6738735767293793,0.8304646705010045
2019,Banner Health,794406319.0,1604458812.65,502808945.21,291597373.79,2698231680.24,4176488766.44,1049312320.11,6146409132.0,27,6,2398865131.65,5097096811.889999,0.39028725230164196,0.43899317834086543,0.6795006119420167,0.8292804306425073
2021,Henry Ford Health,663268853.0,1722091382.41,433114561.02,230154291.98,3209631851.95,4654233752.04,1248190164.64,6843182252.0,10,1,2385360235.41,5594992087.36,0.34857470509613425,0.4690262123315432,0.6801271076303347,0.8176009174276774
2020,THE NEW YORK AND PRESBYTERIAN HOSPITAL,858844531.0,1519780764.82,429422265.5,429422265.5,2415903691.09,3895916509.99,939518102.09,5734047089.0,1,1,2378625295.8199997,4794528986.91,0.4148248625971477,0.4213260989301234,0.6794357370144017,0.8361509615272711
2018,STANFORD HEALTH CARE,278450193.0,2095561206.7399998,139225096.5,139225096.5,2190853403.47,3552249711.93,851998545.79,5416863349.0,2,1,2374011399.74,4564864803.209999,0.438263114054421,0.4044505578813337,0.655776135203,0.8427136719357546
2021,COUNTY OF LOS ANGELES,2060751930.0,310849476.03000003,1030375965.0,1030375965.0,879450448.89,2595981608.21,76473952.08,3327525807.0,4,1,2371601406.03,3251051854.92,0.7127221676360691,0.2642956057740952,0.7801537114299532,0.9770177734101643
2021,MASS GENERAL BRIGHAM INCORPORATED,375565592.0,1977977396.92,187782796.0,187782796.0,2065237549.97,3434799312.27,803147936.11,5221928475.0,9,1,2353542988.92,4418780538.89,0.4507037965356276,0.39549326649289274,0.6577645267862463,0.8461970630285204
2019,Henry Ford Health,536341510.0,1816038542.34,350231006.03,186110503.97,2403434288.63,3804511619.41,934668890.03,5690483231.0,11,1,2352380052.34,4755814340.97,0.41338845170915506,0.4223603147684946,0.6685744364703848,0.8357487664776496
2021,"BETH ISRAEL LAHEY HEALTH, INC.",371126244.0,1968596311.1599998,185563122.0,185563122.0,1726320306.85,3087392960.98,671346785.99,4737389648.0,9,1,2339722555.16,4066042862.0099998,0.4938843390574319,0.36440327587974664,0.6517076260094872,0.8582876149371785
2023,Sentara Health,562014130.0,1767224491.01,286311360.21,275702769.79,2153678755.69,3547162823.2599998,837541738.3000001,5320459115.0,12,2,2329238621.01,4482917376.700001,0.4377890273497572,0.4047919003114076,0.6667023928930238,0.842580927661165
2019,HACKENSACK MERIDIAN HEALTH INC,417682471.0,1906072061.72,208841235.5,208841235.5,1785702251.01,3147303738.21,694439764.27,4803896548.0,9,1,2323754532.7200003,4109456783.7300005,0.4837228507111474,0.3717195474897225,0.6551564353566924,0.85544239820087
2020,Banner Health,837836202.0,1484678591.85,531005845.33,306830356.67,2791160517.69,4236110894.7200003,1085451312.46,6199126624.0,27,6,2322514793.85,5113675311.54,0.37465193642897265,0.45025060576823606,0.6833399528120366,0.8249025421972087
2015,Henry Ford Health,559982933.0,1748723279.6299999,365668855.25,194314077.75,1622870214.03,3004655217.59,631116194.34,4562692621.0,10,1,2308706212.63,3931576426.66,0.5059964377183935,0.3556825648435457,0.6585267663574219,0.8616790025619392
2017,HACKENSACK MERIDIAN HEALTH INC,412847626.0,1885723317.3600001,206423813.0,206423813.0,1423851265.91,2770634809.95,553719936.73,4276142146.0,9,1,2298570943.36,3722422209.2700005,0.5375338014687223,0.33297566294467146,0.6479286037162526,0.8705094644133938
2018,Banner Health,718571901.0,1578501107.91,453309088.48,265262812.52,2534124690.77,3941229225.88,985492935.3199999,5816690635.0,28,6,2297073008.91,4831197699.68,0.3949106378613515,0.4356643407372825,0.677572433054109,0.830574978598634
2022,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,719095337.0,1572952431.07,359547668.5,359547668.5,3396995566.4900002,4801440906.34,444528627.44,6133571962.0,3,1,2292047768.0699997,5689043334.559999,0.373688901388975,0.5538364247677837,0.7828131692408438,0.9275253261567585
2021,REGENTS OF THE UNIVERSITY OF CALIFORNIA,789474344.0,1497513185.8600001,394737172.0,394737172.0,3274435401.93,4690173412.15,284733513.21,5846156445.0,2,1,2286987529.86,5561422931.79,0.3911950614691428,0.560100543448594,0.8022661480708971,0.9512956049177367
2017,Banner Health,686369988.0,1597253948.56,434202149.15000004,252167838.85,2418262660.41,3811529823.12,940435479.03,5642322076.0,27,6,2283623936.56,4701886596.969999,0.40473122693111574,0.4285935166119361,0.6755250359302601,0.8333247435430517
2018,HACKENSACK MERIDIAN HEALTH INC,416772048.0,1859334061.5,208386024.0,208386024.0,1536389065.08,2871601834.9,597484636.4200001,4409979811.0,9,1,2276106109.5,3812495174.58,0.5161261971818129,0.3483891380290947,0.6511598596749223,0.8645153352109076
2016,HACKENSACK MERIDIAN HEALTH INC,407751144.0,1866850579.21,203875572.0,203875572.0,1272230027.8600001,2604811204.43,494756121.93,4041587873.0,9,1,2274601723.21,3546831751.07,0.5627990271857192,0.3147847004290534,0.6445019349527328,0.8775837276147727
2022,Advocate Health,557934545.0,1699332521.81,290425244.43,267509300.57,2435009300.06,3788093095.8,946948061.13,5639224428.0,10,2,2257267066.81,4692276366.87,0.4002797008046299,0.43179861542123393,0.67174008485835,0.8320783162258638
2016,Baptist Health,363774388.0,1888012223.6,243785122.98,119989265.02,2025749152.42,3336986666.39,716113740.98,4993649505.0,31,5,2251786611.6,4277535764.02,0.4509300481231912,0.4056650652777442,0.6682460719457322,0.8565951134009354
2019,Adventist Health,653569450.0,1595001898.78,333193792.75,320375657.25,1515959716.49,2883387848.33,589539889.73,4354070955.0,21,4,2248571348.7799997,3764531065.2699995,0.5164296521621567,0.3481706504459113,0.6622280339779166,0.864600302608068
2017,Henry Ford Health,606849590.0,1637763116.85,396272782.27,210576807.73000002,1731332718.83,3087239625.61,673296057.32,4649241483.0,10,1,2244612706.85,3975945425.68,0.4827911639043594,0.3723903619892914,0.6640308181234561,0.8551815258936508
2017,Adventist Health,697700621.0,1543094968.19,355757304.87,341943316.13,1387891332.65,2759869030.88,537558773.16,4166245695.0,21,5,2240795589.19,3628686921.84,0.5378452816355086,0.33312757678109045,0.6624354953890927,0.870972858416599
2016,THE NEW YORK AND PRESBYTERIAN HOSPITAL,793198708.0,1439180290.44,396599354.0,396599354.0,1946139359.44,3332587550.18,756831973.12,4935350331.0,1,1,2232378998.44,4178518357.88,0.45232432324367045,0.3943264872639089,0.675248427502157,0.8466508105075794
2021,HACKENSACK MERIDIAN HEALTH INC,435365858.0,1796072163.39,217682929.0,217682929.0,2000554332.19,3314918415.54,777993351.42,5009985705.0,9,1,2231438021.3900003,4231992353.5800004,0.4453980815080989,0.3993133813123325,0.6616622502997741,0.8447114628204314
2023,RWJ BARNABAS HEALTH INC,697791941.0,1529183249.0500002,348895970.5,348895970.5,1869931277.26,3234326019.9900002,727195496.6899999,4824101964.0,11,1,2226975190.05,4096906467.3100004,0.46163518239640594,0.3876226686779044,0.6704514216586323,0.8492578510743104
2018,Baptist Health,364364489.0,1861736613.1299999,246970032.16,117394456.84,2353597054.23,3650825558.23,807677395.64,5387375552.0,32,5,2226101102.13,4579698156.360001,0.41320696518058525,0.4368726537648289,0.6776630890108772,0.8500796189454142
2023,CHRISTUS Health,559632497.0,1652619029.35,352641095.29,206991401.71,3121366554.45,4450031393.35,1213864771.2,6547482852.0,22,3,2212251526.35,5333618080.799999,0.3378781703375128,0.47672771735424163,0.6796552956210782,0.8146058876917543
2023,Sutter Health,525485884.0,1683006504.1399999,262742942.0,262742942.0,2000985063.76,3320753054.05,778160858.1,4987638310.0,14,2,2208492388.14,4209477451.8999996,0.44279321211244765,0.401188887283208,0.6657966852552306,0.8439820993956556
2019,MASS GENERAL BRIGHAM INCORPORATED,310720799.0,1896575255.28,155360399.5,155360399.5,1815313367.3200002,3091470356.96,705955198.4,4728564620.0,9,1,2207296054.2799997,4022609421.6,0.46680044192353654,0.38390368181539203,0.6537862132377923,0.8507041237389286
2019,Baptist Health,368670919.0,1836309658.69,249038714.28,119632204.72,2676753319.4700003,3963226821.01,925480416.84,5807214314.0,32,5,2204980577.69,4881733897.16,0.3796967803261962,0.46093585921513147,0.6824660855817694,0.8406326395413276
2021,Ascension,738072263.0,1463638518.69,439959360.79,298112902.21,2900365610.87,4258920993.36,1125439675.44,6227516068.0,33,7,2201710781.69,5102076392.559999,0.35354558023598825,0.4657339425864328,0.6838875960905831,0.819279522822421
2019,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1315235554.0,886147224.46,657617777.0,657617777.0,3417673126.15,4891480765.1,466046335.39,6085102240.0,11,1,2201382778.46,5619055904.610001,0.3617659476597389,0.5616459660585752,0.8038452884071838,0.9234119137183142
2022,Encompass Health,0.0,2199649180.17,0.0,0.0,1122724224.04,2332531273.16,345859992.79,3668233397.0,123,31,2199649180.17,3322373404.21,0.5996480981741632,0.30606673636366766,0.6358731903666816,0.9057148345378309
2022,"BETH ISRAEL LAHEY HEALTH, INC.",385897429.0,1812630964.19,192948714.5,192948714.5,1702554782.98,2988924885.04,662104637.83,4563187814.0,9,1,2198528393.19,3901083176.17,0.4817966042170887,0.3731064449629949,0.6550080791918945,0.8549030491800835
2019,Sentara Health,367792019.0,1827136801.94,186512993.93,181279025.07,1351997075.56,2632766330.88,525776640.5,4072702537.0,12,2,2194928820.94,3546925896.5,0.5389366890901908,0.33196558385427694,0.646442087768906,0.8709022729444676
2017,Ascension,546387877.0,1643343697.87,321033057.69,225354819.31,2000475534.0,3314105475.55,717728403.13,4907935512.0,28,7,2189731574.87,4190207108.87,0.4461614398795711,0.4076002076858584,0.6752544868299403,0.8537616475654295
2023,Henry Ford Health,708704543.0,1476261045.01,462784066.57,245920476.43,3352085663.75,4695557645.74,1303588869.24,6840640121.0,10,1,2184965588.01,5537051251.76,0.3194095215303609,0.4900251444977308,0.686420797276729,0.8094346660280918
